index,name,genre,rating,country,score,company,writer,director,hit rate,zscore,robust,minmax
1,Once,-0.278146896,2.325789922,0.781076902,0.336402609,0.35423575,0.566664031,0.208781258,139.5781467,0.721482167,46.80783209,0.0108280791
2,Clerks,-0.2824206,2.325789922,0.620879471,0.146530778,0.127611376,0.100048697,0.01578485,116.7085185,0.597290353,39.03642778,0.00905391755
3,Napoleon Dynamite,-0.2824206,-0.418807081,0.620879471,0.086117013,-0.02220082,0.279227651,0.060834142,115.3472175,0.589897909,38.57383957,0.00894831164
4,In the Company of Men,-0.2824206,2.325789922,0.10786627,-0.114851224,0.03768423,0.188971462,0.011081718,112.17892,0.572692705,37.49720988,0.00870252402
5,Keeping Mum,-0.2824206,2.325789922,-0.210621479,-0.155538045,-0.027520774,0.417403794,0.330021299,109.9812663,0.560758511,36.75041787,0.00853203621
6,Open Water,-0.309665462,2.325789922,0.620879471,-0.196224866,0.268291458,0.862350976,0.158121801,109.366974,0.557422642,36.54167317,0.00848438114
7,The Devil Inside,3.623744767,2.325789922,0.620879471,0.229137354,0.105847926,0.391151994,0.087138091,101.75849,0.516105336,33.95620895,0.00789413632
8,The Quiet Ones,3.623744767,-0.471047245,-0.210621479,-0.255405697,0.005992095,0.694089436,0.260146185,89.17581,0.447776028,29.68044668,0.00691800734
9,Saw,3.623744767,2.325789922,0.620879471,0.126803834,0.203484739,0.194055144,0.045112242,86.5930575,0.433750583,28.80279297,0.00671764465
10,Searching,-0.278146896,-0.471047245,0.620879471,0.126803834,-0.029199262,0.665504142,0.24862351,85.75231477,0.429184992,28.51709739,0.00665242219
11,Primer,-0.278146896,-0.471047245,0.620879471,0.086117013,0.178819495,0.324480755,0.111157662,77.91942857,0.386649087,25.85537832,0.00604476887
12,E.T. the Extra-Terrestrial,0.651917916,-0.418807081,0.620879471,0.336402609,-0.031019995,0.165053155,-0.010855037,75.51529086,0.373593596,25.0384203,0.00585826262
13,My Big Fat Greek Wedding,-0.2824206,-0.418807081,0.10786627,-0.194991932,0.004342055,0.279227651,0.087574811,73.7488088,0.364000847,24.43814617,0.0057212239
14,The Full Monty,-0.2824206,2.325789922,-0.210621479,-0.114851224,0.166814036,0.172386991,0.08535762,73.69675686,0.363718182,24.42045822,0.00571718586
15,Friday the 13th,3.623744767,2.325789922,0.620879471,-0.245542225,-0.031332934,0.141134848,0.08367793,72.28109273,0.356030524,23.9393967,0.00560736261
16,Fireproof,-0.278146896,-0.418807081,0.620879471,1.875104204,0.027698647,0.193721787,0.058448982,66.946594,0.327061925,22.12666297,0.00519352718
17,Insidious,3.623744767,-0.471047245,0.620879471,-0.155538045,0.009861153,0.194055144,0.045112242,66.37135467,0.323938131,21.93118898,0.00514890173
18,Unfriended,3.623744767,2.325789922,0.620879471,-0.29362665,0.027755545,0.474907738,0.171794479,62.88209,0.304989939,20.74549037,0.00487821437
19,Paranormal Activity 2,3.623744767,2.325789922,0.620879471,-0.196224866,-0.031332934,0.443988951,0.061472425,59.17067733,0.284835388,19.4843029,0.0045902934
20,Get Out,3.623744767,2.325789922,0.620879471,0.146530778,-0.031019995,0.14796865,0.077395888,56.79759044,0.271948517,18.67789636,0.00440619598
21,Four Weddings and a Funeral,-0.2824206,2.325789922,-0.210621479,-0.134578168,-0.023936206,0.068296519,-0.009948004,55.84109818,0.266754357,18.35286755,0.004331994
22,Pi,-0.278146896,2.325789922,0.620879471,-0.031011714,0.109887678,0.072796828,0.005169208,53.68586667,0.255050532,17.62049118,0.00416479719
23,Slacker,-0.2824206,2.325789922,0.620879471,-0.134578168,0.040443779,0.037211054,-0.016398014,53.396,0.253476433,17.52199062,0.00414231015
24,Hollywood Shuffle,-0.2824206,2.325789922,0.620879471,-0.156770979,0.105904824,0.386651685,0.049042717,52.28617,0.247449584,17.1448556,0.00405621265
25,The Breakfast Club,-0.2824206,2.325789922,0.620879471,0.336402609,-0.031019995,0.013542764,-0.005345653,51.525171,0.243317035,16.886258,0.00399717649
26,Taxi 3,-0.320349722,-0.558023904,-0.294534419,-0.310887725,-0.025870735,0.015376223,0.129802223,50.38246769,0.23711167,16.4979522,0.00390852877
27,Valley Girl,-0.2824206,2.325789922,0.620879471,-0.245542225,-0.0118454,0.363816786,-0.008469877,49.55313143,0.232608021,16.21613269,0.00384419119
28,Chasing Amy,-0.2824206,2.325789922,0.620879471,-0.114851224,0.093956263,0.100048697,0.01578485,48.085088,0.224635921,15.71727198,0.00373030451
29,Clifford's Really Big Movie,-0.263723145,-0.127165229,0.620879471,-0.360205084,0.089461328,0.044961585,0.116801421,46.50608571,0.216061266,15.18070596,0.00360780994
30,A Separation,-0.278146896,-0.471047245,2.82931548,0.555864856,0.087583697,0.146718564,0.039502076,45.852152,0.212510128,14.95849058,0.0035570796
31,Porky's,-0.2824206,2.325789922,0.10786627,-0.27513264,0.027869341,0.145885173,-0.013979261,44.5158692,0.205253544,14.50440388,0.00345341453
32,The Brothers McMullen,-0.2824206,2.325789922,0.620879471,-0.194991932,0.08178011,0.144801766,0.038729419,43.80884874,0.201414122,14.26414891,0.00339856587
33,She's Gotta Have It,-0.2824206,2.325789922,0.620879471,-0.155538045,-0.020664576,0.008709099,-0.024729278,40.78572571,0.184997277,13.23685144,0.00316404048
34,Annabelle,3.623744767,2.325789922,0.620879471,-0.360205084,-0.023566369,0.126717192,0.009032496,39.62758185,0.178708063,12.84329873,0.00307419493
35,Look Who's Talking,-0.2824206,-0.471047245,0.620879471,-0.320751197,-0.034206278,0.045128263,-0.009108159,39.59997507,0.178558146,12.83391757,0.00307205327
36,The Lives of Others,-0.278146896,2.325789922,-0.410868268,0.552166054,0.067185796,0.123633647,0.030196593,38.678471,0.173553987,12.52077822,0.00300056557
37,The Last Exorcism,3.623744767,-0.471047245,-0.294534419,-0.196224866,0.017599268,0.27231051,0.09012794,38.57362611,0.172984635,12.48515053,0.002992432
38,Chernobyl Diaries,3.623744767,2.325789922,0.620879471,-0.212253008,-0.032413994,53.82448314,0.089523252,38.39002,0.171987575,12.42275872,0.00297818835
39,Crocodile Dundee,-0.320349722,-0.471047245,0.002975095,-0.194991932,0.063259841,0.068713214,0.023679394,37.29585295,0.166045783,12.05094618,0.00289330595
40,Saw II,3.623744767,2.325789922,0.10786627,-0.194991932,-0.004477121,0.194055144,0.017162196,36.93712625,0.164097744,11.92904607,0.00286547694
41,Dirty Dancing,-0.278146896,-0.471047245,0.620879471,-0.156770979,0.008410256,0.248892238,-0.002187835,35.76287367,0.157721053,11.5300194,0.00277438172
42,Pretty Woman,-0.2824206,2.325789922,0.620879471,-0.156770979,-0.033665748,0.03054393,-0.025031622,33.10044771,0.143262947,10.6252916,0.00256783819
43,Cry Wolf,-0.278146896,-0.471047245,0.620879471,-0.310887725,-0.025273307,0.095715066,0.014373911,32.586408,0.140471492,10.45061406,0.00252796043
44,Insidious: Chapter 2,3.623744767,-0.471047245,0.620879471,-0.194991932,0.009861153,0.194055144,0.045112242,32.3838636,0.13937159,10.38178677,0.00251224761
45,God's Not Dead,-0.278146896,-0.418807081,0.620879471,-0.282530244,0.049149159,0.220390283,0.069199,32.3381745,0.139123479,10.36626101,0.00250870317
46,Juno,-0.2824206,-0.471047245,0.620879471,-0.031011714,-0.02220082,0.01479285,-0.016398014,30.98302413,0.131764436,9.905762859,0.00240357441
47,Split,3.623744767,-0.471047245,0.620879471,-0.161702715,-0.031019995,0.026376977,-0.011023006,30.93937967,0.131527428,9.89093189,0.0024001886
48,Wolf Creek,3.623744767,2.325789922,0.002975095,-0.27513264,0.010401683,0.208306121,0.016154382,30.894796,0.131285319,9.875781765,0.00239672992
49,The Living End,-0.2824206,-0.268216643,0.620879471,1.875104204,0.04368696,0.204389186,0.062748989,30.41789275,0.128695532,9.713723688,0.00235973311
50,Lights Out,-0.278146896,-0.471047245,0.620879471,7.213708296,-0.023566369,0.03312744,0.021562985,30.3813949,0.128497333,9.701321232,0.00235690171
51,The Purge,3.623744767,2.325789922,0.620879471,-0.196224866,-0.031019995,0.043628161,0.021126265,29.776209,0.125210916,9.495671002,0.00230995308
52,Lost in Translation,-0.2824206,2.325789922,0.620879471,0.146530778,-0.03252779,0.014959528,-0.017271453,29.67173425,0.124643573,9.46016909,0.00230184823
53,Paranormal Activity 4,3.623744767,2.325789922,0.620879471,-0.240610489,-0.031332934,0.066546399,0.016053601,28.5605314,0.118609269,9.082567559,0.00221564423
54,The King's Speech,-0.332102407,2.325789922,-0.210621479,0.239000825,-0.031019995,0.188304749,-0.005480028,28.49162113,0.118235057,9.059150932,0.00221029836
55,Sinister,3.623744767,2.325789922,0.620879471,-0.155538045,-0.027520774,0.050211945,-0.009141753,27.50503767,0.112877489,8.72389673,0.00213376199
56,Truth or Dare,3.623744767,-0.471047245,0.620879471,-0.272666772,-0.007236669,0.177887368,0.014373911,27.23734571,0.111423808,8.632931436,0.0021129952
57,Stranger Than Paradise,-0.2824206,2.325789922,0.620879471,-0.116084158,0.03415656,-0.010125526,-0.023721464,27.06666667,0.110496948,8.574932424,0.0020997544
58,You're Next,3.623744767,2.325789922,0.620879471,-0.194991932,0.033672928,0.052212083,0.001406702,26.895481,0.109567337,8.516761253,0.0020864743
59,Pulp Fiction,-0.351868288,2.325789922,0.620879471,1.581665919,-0.034149381,-0.001624943,-0.016969109,26.74109525,0.108728956,8.464298919,0.00207449748
60,Home Alone,-0.2824206,-0.418807081,0.620879471,0.126803834,0.032478072,0.013542764,-0.016162858,26.48248194,0.107324576,8.376418671,0.00205443499
61,In the Bedroom,-0.351868288,2.325789922,0.620879471,-0.031011714,-0.022371513,0.170303515,0.005740303,26.33128294,0.106503501,8.325039237,0.00204270539
62,Happy Death Day,-0.2824206,-0.471047245,0.620879471,-0.194991932,-0.031019995,0.168720073,-0.000911271,26.14151375,0.105472974,8.260553138,0.00202798363
63,Deathstalker,-0.320349722,2.325789922,0.620879471,-0.240610489,0.031340113,0.168220038,0.048169278,26.08150985,0.105147127,8.240163014,0.0020233287
64,Your Sister's Sister,-0.2824206,2.325789922,0.620879471,-0.307188924,0.030941828,0.167053292,0.004934051,25.942416,0.104391788,8.192897071,0.00201253819
65,The Fault in Our Stars,-0.278146896,-0.471047245,0.620879471,0.146530778,-0.033096769,0.017126343,0.046556775,25.59723617,0.102517315,8.075600366,0.00198576011
66,Halloween,-0.351868288,2.325789922,0.620879471,1.875104204,-0.007236669,0.023960145,-0.025703498,25.5614941,0.10232322,8.063454735,0.00198298734
67,Black Swan,-0.278146896,2.325789922,0.620879471,0.239000825,-0.02220082,0.162052949,0.005169208,25.33831123,0.101111242,7.987614223,0.00196567344
68,Slumdog Millionaire,-0.278146896,2.325789922,-0.210621479,0.239000825,0.028921952,0.172386991,-0.02130271,25.22736947,0.100508781,7.949914735,0.00195706689
69,The House on Sorority Row,3.623744767,2.325789922,0.620879471,-0.313353593,0.028125382,0.158802726,-0.00514409,24.95290824,0.0990183399,7.856649153,0.00193577496
70,Sling Blade,-0.278146896,2.325789922,0.620879471,0.239000825,-0.034149381,0.071296725,0.002145766,24.444121,0.0962554087,7.683756471,0.00189630467
71,War Room,-0.278146896,-0.418807081,0.620879471,1.875104204,0.026617587,0.193721787,0.058448982,24.41875533,0.0961176623,7.675136879,0.00189433687
72,The Lion King,-0.263723145,-0.127165229,0.620879471,0.342567279,-0.031731219,0.151552229,0.004967645,24.08268616,0.0942926637,7.560936098,0.00186826557
73,A Haunted House,-0.2824206,2.325789922,0.620879471,-0.212253008,-0.00749271,0.047711774,-0.000407363,24.0638336,0.0941902863,7.554529747,0.00186680304
74,Magic Mike,-0.2824206,2.325789922,0.620879471,-0.318285329,0.025308935,0.083880921,-0.026106624,23.96285157,0.0936419109,7.520214708,0.00185896914
75,Top Gun,-0.320349722,-0.418807081,0.620879471,0.086117013,-0.031332934,0.088714586,-0.027013657,23.81921187,0.0928618862,7.471404024,0.00184782597
76,American Beauty,-0.278146896,2.325789922,0.620879471,0.555864856,-0.03443387,0.14880204,-0.021101147,23.75310673,0.0925029071,7.448940617,0.00184269772
77,Flashdance,-0.278146896,2.325789922,0.620879471,-0.27513264,-0.031332934,0.14446841,-0.012098007,23.23030075,0.0896638482,7.271284181,0.0018021399
78,Platoon,-0.278146896,2.325789922,0.620879471,0.099679287,-0.032101056,0.025376909,-0.027987877,23.09093867,0.0889070527,7.22392709,0.00179132858
79,High School Musical 3: Senior Year,-0.2824206,-0.127165229,0.620879471,-0.357739216,-0.031731219,0.142468272,-0.011694882,22.99174336,0.08836838,7.190219202,0.00178363329
80,Ghost,-0.278146896,-0.471047245,0.620879471,-0.134578168,-0.031332934,-0.002124977,-0.009108159,22.98652532,0.0883400438,7.188446043,0.00178322849
81,Fatal Attraction,-0.278146896,2.325789922,0.620879471,0.086117013,-0.031332934,0.141468204,-0.012098007,22.8675495,0.0876939545,7.148016474,0.00177399868
82,Swingers,-0.2824206,2.325789922,0.620879471,-0.114851224,0.021951958,0.014876189,-0.022310524,22.7751,0.0871919144,7.116600903,0.00176682671
83,Parasite,-0.2824206,2.325789922,-0.058052498,0.81478099,-0.004249529,0.024710196,-0.015255825,22.71123281,0.0868450883,7.094897981,0.00176187207
84,Beverly Hills Cop,-0.320349722,2.325789922,0.620879471,-0.161702715,-0.031332934,0.053712185,-0.018380049,22.597177,0.0862257167,7.056140297,0.00175302394
85,Good Will Hunting,-0.278146896,2.325789922,0.620879471,0.555864856,-0.034149381,0.13913471,-0.02889491,22.5933435,0.0862048992,7.054837623,0.00175272655
86,It Follows,3.623744767,2.325789922,0.620879471,-0.155538045,0.019590695,0.043378143,-0.002154241,21.947454,0.0826974443,6.835355767,0.00170262025
87,Billy Elliot,-0.278146896,2.325789922,-0.210621479,0.146530778,-0.029625997,0.018793124,-0.013408166,21.8566036,0.082204088,6.804483591,0.00169557234
88,Indiana Jones and the Raiders of the Lost Ark,-0.320349722,-0.418807081,0.620879471,0.552166054,-0.031332934,0.033794153,-0.010855037,21.66255394,0.0811503158,6.738542931,0.00168051851
89,The Peanut Butter Falcon,-0.309665462,-0.471047245,0.620879471,0.126803834,-0.009370341,0.129717398,0.03264894,21.45668919,0.0800323826,6.668587347,0.0016645481
90,The Fog,3.623744767,2.325789922,0.620879471,-0.155538045,-0.006354752,0.023960145,-0.02916366,21.448782,0.0799894432,6.665900378,0.00166393468
91,American Pie,-0.2824206,2.325789922,0.620879471,-0.156770979,-0.031019995,0.048711842,-0.012669102,21.40754582,0.0797655132,6.651887775,0.00166073569
92,Ouija,3.623744767,-0.471047245,0.620879471,-0.328148801,-0.031019995,0.062712803,0.030230186,20.7374632,0.0761266794,6.424184775,0.00160875257
93,"Sex, Lies, and Videotape",-0.278146896,2.325789922,0.620879471,-0.114851224,-0.011162625,0.036961037,-0.026106624,20.61805583,0.0754782465,6.38360856,0.00159948928
94,A Quiet Place,-0.278146896,-0.471047245,0.620879471,-0.116084158,-0.031332934,0.122633579,-0.004304245,20.60708312,0.07541866,6.379879887,0.00159863805
95,Night of the Comet,-0.2824206,-0.471047245,0.620879471,-0.245542225,-0.0118454,0.12255024,-0.013777698,20.59846,0.0753718328,6.376949636,0.00159796909
96,The Invisible Man,-0.278146896,2.325789922,0.10786627,-0.134578168,-0.031019995,0.194055144,-0.000138613,20.45014286,0.0745664076,6.326549496,0.00158646306
97,Annabelle: Creation,3.623744767,2.325789922,0.620879471,1.875104204,-0.023566369,0.126717192,0.021562985,20.43439227,0.0744808752,6.321197236,0.00158524117
98,The Passion of the Christ,-0.278146896,2.325789922,0.620879471,-0.114851224,-0.026126775,0.120883459,-0.013508947,20.40181687,0.0743039769,6.310127681,0.00158271407
99,Cabin Fever,3.623744767,2.325789922,0.620879471,-0.333080537,0.01509576,0.02704369,-0.015222231,20.36892933,0.0741253836,6.298952057,0.00158016274
100,Cyborg,-0.320349722,2.325789922,0.620879471,-0.255405697,-0.013296297,0.120300085,0.02885284,20.332918,0.0739298268,6.286714927,0.00157736909
101,Back to the Future,-0.309665462,-0.418807081,0.620879471,0.342567279,-0.031019995,0.011875983,-0.022444899,20.10035589,0.0726669155,6.207687224,0.00155932757
102,It,3.623744767,2.325789922,0.620879471,-0.161702715,-0.023566369,0.117966592,0.000634045,20.05132697,0.0724006676,6.191026544,0.00155552404
103,The Visit,3.623744767,-0.471047245,0.620879471,-0.27513264,0.013161231,0.026376977,-0.011023006,19.6900124,0.0704385757,6.06824704,0.00152749427
104,Joker,-0.351868288,2.325789922,0.620879471,0.552166054,-0.035145094,0.035710951,-0.015860514,19.53504309,0.0695970264,6.015586404,0.00151547219
105,A Ghost Story,-0.278146896,2.325789922,0.620879471,0.086117013,0.012677599,0.041461345,-0.002926899,19.51683,0.0694981216,6.009397354,0.00151405927
106,Driving Miss Daisy,-0.278146896,-0.418807081,0.620879471,-0.031011714,-0.015088581,0.11288291,-0.028088658,19.43910613,0.0690760479,5.982985747,0.00150802967
107,Another Earth,-0.278146896,-0.471047245,0.620879471,0.086117013,0.012307763,0.033710814,-0.006051123,19.38783,0.0687975967,5.965561435,0.00150405181
108,Fruitvale Station,-0.332102407,2.325789922,0.620879471,-0.116084158,0.01210862,0.037044376,-0.00470737,19.31758889,0.0684161576,5.94169257,0.0014986027
109,Dances with Wolves,-0.309665462,-0.471047245,0.620879471,0.239000825,-0.024163797,0.111549485,-0.01414723,19.28222036,0.0682240914,5.929673873,0.00149585891
110,Revenge of the Ninja,-0.320349722,2.325789922,0.620879471,-0.318285329,-0.029113916,0.10763255,-0.004237057,18.81146714,0.0656677011,5.769705658,0.0014593392
111,The Grudge,3.623744767,-0.471047245,0.620879471,-0.320751197,-0.032357096,0.057212425,-0.013340978,18.7281115,0.0652150445,5.741380301,0.0014528727
112,Lovely & Amazing,-0.2824206,2.325789922,0.620879471,-0.155538045,0.010373234,0.004875503,-0.011795663,18.711408,0.0651243374,5.735704229,0.00145157689
113,Spirited Away,-0.263723145,-0.418807081,0.041117341,0.81478099,0.010373234,0.02879381,-0.008033157,18.70922342,0.0651124742,5.73496188,0.00145140742
114,Waking Ned Devine,-0.2824206,-0.418807081,-0.210621479,-0.031011714,0.009548214,0.030877286,-0.018413643,18.41915,0.063537252,5.636391067,0.00142890434
115,Downton Abbey,-0.278146896,-0.418807081,-0.210621479,-0.031011714,-0.016767069,0.016292953,0.022033298,18.29692692,0.0628735287,5.594858037,0.00141942261
116,Children of the Corn,3.623744767,2.325789922,0.620879471,-0.333080537,0.008950786,-0.023959808,0.021730954,18.21123625,0.0624081919,5.565739206,0.00141277497
117,Supercop,-0.320349722,2.325789922,-0.317419766,0.086117013,-0.029967384,0.016292953,-0.013576135,18.07844444,0.0616870759,5.52061478,0.00140247336
118,Police Academy,-0.2824206,2.325789922,0.620879471,-0.307188924,-0.033466606,-0.002541672,-0.02086599,18.04419867,0.0615011068,5.508977611,0.00139981667
119,Aladdin,-0.263723145,-0.127165229,0.620879471,0.239000825,-0.031731219,0.016209613,-0.019555832,18.00179354,0.0612708289,5.494567783,0.001396527
120,The Howling,3.623744767,2.325789922,0.620879471,-0.194991932,-0.02680955,0.100798748,-0.024561309,17.985893,0.0611844822,5.489164568,0.00139529348
121,Mrs. Doubtfire,-0.2824206,-0.471047245,0.620879471,-0.156770979,-0.033495055,0.09796522,-0.016162858,17.6514478,0.0593683024,5.375515633,0.00136934816
122,Courageous,-0.278146896,-0.471047245,0.620879471,-0.156770979,-0.034206278,0.193721787,0.058448982,17.592942,0.059050591,5.355634583,0.00136480944
123,The Secret in Their Eyes,-0.278146896,2.325789922,1.423773737,0.158860117,0.007044706,0.097048491,0.019480169,17.539825,0.0587621431,5.337584719,0.00136068877
124,Bohemian Rhapsody,-0.332102407,-0.471047245,-0.210621479,-0.095124281,-0.033495055,0.036461002,-0.025434748,17.5365894,0.0587445724,5.336485219,0.00136043776
125,Weathering with You,-0.263723145,-0.471047245,0.041117341,-0.116084158,0.006731768,0.096131761,0.019110637,17.42860063,0.0581581474,5.299789197,0.0013520603
126,The Station Agent,-0.2824206,2.325789922,0.620879471,0.126803834,0.006646421,0.016126274,-0.009343315,17.402674,0.0580173548,5.290978982,0.00135004898
127,Am?lie,-0.2824206,2.325789922,-0.294534419,0.555864856,0.006646421,0.095881744,-0.016162858,17.3997108,0.0580012633,5.289972047,0.00134981911
128,Friday the 13th Part 2,3.623744767,2.325789922,0.620879471,-0.318285329,-0.015600662,0.029127166,-0.017372235,17.3782208,0.0578845635,5.282669459,0.00134815197
129,An Officer and a Gentleman,-0.278146896,2.325789922,0.620879471,-0.156770979,-0.033466606,0.027793741,-0.029398817,17.30607387,0.057492775,5.258152971,0.00134255502
130,Escape Room,-0.320349722,-0.471047245,0.620879471,-0.245542225,-0.032357096,0.032460728,0.017834072,17.30134189,0.0574670783,5.256544982,0.00134218792
131,Mortuary,3.623744767,2.325789922,0.620879471,-0.272666772,0.006305033,0.094881676,0.01860673,17.276004,0.0573294828,5.247934829,0.00134022228
132,Crocodile Dundee II,-0.320349722,-0.418807081,0.002975095,-0.333080537,-0.031332934,0.068713214,-0.010216754,17.11472929,0.0564536925,5.193131534,0.00132771104
133,Hostel,3.623744767,2.325789922,0.620879471,-0.320751197,0.005736054,0.02704369,-0.015222231,17.07913042,0.0562603754,5.181034564,0.00132494938
134,Beauty and the Beast,-0.263723145,-0.127165229,0.620879471,0.239000825,-0.031731219,0.002125314,-0.015020668,16.9987048,0.0558236301,5.153704867,0.00131871019
135,The Sixth Sense,-0.278146896,-0.471047245,0.620879471,0.099679287,-0.035543379,0.026376977,-0.011023006,16.8201573,0.0548540412,5.093032048,0.00130485897
136,Insidious: The Last Key,3.623744767,-0.471047245,0.620879471,-0.196224866,-0.007236669,0.194055144,0.017834072,16.7885588,0.0546824479,5.082294457,0.00130240765
137,The Imitation Game,-0.332102407,-0.471047245,-0.210621479,0.239000825,-0.028516487,0.089881333,-0.006790186,16.68255057,0.0541067781,5.046271448,0.00129418383
138,The Nun,3.623744767,2.325789922,0.620879471,-0.356506282,0.004427402,0.126717192,0.016389539,16.61598609,0.0537453046,5.023651951,0.00128901995
139,Saw III,-0.351868288,2.325789922,0.10786627,-0.27513264,-0.004477121,0.194055144,0.017162196,16.4874275,0.0530471768,4.97996603,0.00127904673
140,The Bodyguard,-0.320349722,2.325789922,0.620879471,7.213708296,0.003915321,0.033794153,-0.018615206,16.4402696,0.0527910893,4.963941147,0.00127538835
141,Jurassic Park,-0.320349722,-0.471047245,0.620879471,0.099679287,-0.031019995,-0.011125595,-0.010855037,16.41156037,0.052635186,4.954185368,0.00127316117
142,Moonlight,-0.278146896,2.325789922,0.620879471,-0.031011714,-0.02709404,0.02612696,-0.009108159,16.33415075,0.0522148188,4.927880548,0.00126715595
143,Capharna?m,-0.278146896,2.325789922,2.262903136,0.552166054,0.002948057,0.085047668,0.014642661,16.10425075,0.0509663639,4.849757466,0.00124932095
144,There's Something About Mary,-0.2824206,2.325789922,0.620879471,-0.134578168,-0.033495055,0.024710196,-0.028088658,16.08194135,0.0508452144,4.842176435,0.00124759025
145,Unfriended: Dark Web,3.623744767,2.325789922,0.620879471,-0.313353593,0.027755545,0.057212425,0.014373911,16.024987,0.0505359281,4.822822588,0.0012431719
146,The Conjuring,3.623744767,2.325789922,0.620879471,-0.116084158,-0.023566369,0.051128675,0.045112242,16.01454945,0.0504792477,4.819275769,0.00124236218
147,Friday the 13th Part III,3.623744767,2.325789922,0.620879471,-0.196224866,-0.031332934,0.058879206,-0.017372235,15.95220304,0.0501406802,4.798089629,0.00123752552
148,Don't Breathe,-0.351868288,2.325789922,0.620879471,-0.134578168,-0.029199262,0.041211328,-0.014248011,15.94247343,0.0500878443,4.794783377,0.00123677072
149,Minions,-0.263723145,-0.418807081,0.620879471,-0.245542225,-0.002172755,0.038627818,0.008595776,15.66817111,0.0485982659,4.701571795,0.00121549112
150,Blue Valentine,-0.278146896,2.325789922,0.620879471,-0.161702715,-0.025387102,0.006125589,-0.017170672,15.440333,0.047361008,4.62414937,0.00119781608
151,Like Crazy,-0.278146896,-0.471047245,0.620879471,-0.307188924,-0.030194976,0.079297273,-0.013340978,15.409636,0.0471943102,4.613718121,0.00119543469
152,Wonder,-0.278146896,-0.418807081,0.620879471,0.239000825,-0.033637299,0.006208928,-0.009410503,15.31046445,0.0466557665,4.580018307,0.00118774124
153,The Mask,-0.320349722,-0.471047245,0.620879471,0.086117013,-0.023566369,0.078297205,-0.021672242,15.28623509,0.0465241908,4.571784848,0.0011858616
154,Three Men and a Baby,-0.2824206,-0.418807081,0.620879471,-0.318285329,-0.033665748,0.077963849,-0.018883956,15.25281455,0.046342703,4.560428103,0.00118326892
155,Better Luck Tomorrow,-0.351868288,2.325789922,0.620879471,-0.156770979,0.000501446,0.07788051,-0.020899584,15.236904,0.046256302,4.555021486,0.00118203463
156,Transamerica,-0.309665462,2.325789922,0.620879471,-0.031011714,0.000245406,0.077130458,0.01145125,15.151744,0.0457938469,4.526082984,0.00117542816
157,Crash,-0.351868288,2.325789922,0.620879471,0.146530778,-0.020579229,-0.009625492,-0.019858176,15.14000938,0.0457301229,4.522095404,0.00117451782
158,Neighbors,-0.2824206,2.325789922,0.620879471,7.213708296,-0.025614694,0.007709031,-0.023553495,15.03695189,0.0451704769,4.487075096,0.00116652291
159,Whiplash,-0.278146896,2.325789922,0.620879471,0.342567279,-0.029057018,0.075547016,-0.003934713,14.96871121,0.044799901,4.463886004,0.00116122899
160,La La Land,-0.2824206,-0.471047245,0.620879471,0.239000825,-0.027520774,0.075547016,-0.003934713,14.96356217,0.0447719395,4.462136291,0.00116082954
161,Teenage Mutant Ninja Turtles,-0.320349722,-0.418807081,0.620879471,-0.155538045,-0.000295124,0.006792301,-0.02130271,14.96043815,0.0447549747,4.461074708,0.00116058718
162,Waitress,-0.2824206,-0.471047245,0.620879471,-0.156770979,-0.000664961,0.074463609,0.010376248,14.82701933,0.0440304538,4.415737215,0.00115023693
163,"Hello, My Name Is Doris",-0.2824206,2.325789922,0.620879471,-0.194991932,-0.028516487,0.073046845,0.0041278,14.659448,0.0431204701,4.358794245,0.00113723721
164,Schindler's List,-0.332102407,2.325789922,0.620879471,1.581665919,-0.031019995,0.072880167,-0.010855037,14.64369295,0.0430349135,4.353440469,0.00113601498
165,Scary Movie,-0.2824206,2.325789922,0.620879471,-0.27513264,-0.034860604,0.015542901,-0.022780837,14.63261953,0.0429747801,4.349677574,0.00113515594
166,Star Wars: Episode VI - Return of the Jedi,-0.320349722,-0.418807081,0.620879471,0.555864856,-0.017364497,0.033794153,-0.01035113,14.6186516,0.0428989283,4.344931085,0.00113407234
167,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,-0.2824206,2.325789922,0.620879471,-0.161702715,-0.001347736,-0.004458471,-0.016330827,14.58627183,0.0427230924,4.333928008,0.00113156041
168,The Wandering Earth,-0.320349722,1.112544096,-0.16103656,-0.313353593,-0.001376185,0.072380132,0.009536403,14.58317733,0.0427062879,4.332876456,0.00113132035
169,Dumb and Dumber,-0.2824206,-0.471047245,0.620879471,-0.161702715,-0.023566369,-0.006208591,0.008494995,14.54561024,0.0425022827,4.320110658,0.001128406
170,Twins,-0.2824206,-0.418807081,0.620879471,-0.318285329,-0.031019995,0.001291924,-0.022243336,14.4409592,0.041933983,4.284548841,0.00112028747
171,Dead Poets Society,-0.2824206,-0.418807081,0.620879471,0.099679287,-0.033665748,-0.013875783,-0.026644125,14.38171439,0.0416122584,4.264416665,0.00111569142
172,The Silence of the Lambs,-0.351868288,2.325789922,0.620879471,0.81478099,-0.002030511,-0.010292204,-0.028055065,14.35489063,0.041466594,4.255301594,0.00111361051
173,Garden State,-0.2824206,2.325789922,0.620879471,-0.031011714,-0.002087408,0.070296656,-0.018514424,14.3301264,0.0413321137,4.246886379,0.00111168937
